Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,TRB,AST,STL,BLK,TOV,PF,Team,Season,Class,Pos,Height
Chase Fieler,35,35.0,1003,10.9,19.9,9.9,16.5,1.1,3.4,5.6,8.0,15.2,3.2,1.6,1.9,3.2,6.4,florida-gulf-coast,2014,4.0,F,80.0
Brett Comer,35,35.0,1084,9.6,21.0,7.5,15.3,2.1,5.8,4.7,7.4,5.5,10.1,2.2,0.4,5.8,4.5,florida-gulf-coast,2014,3.0,G,75.0
Eric McKnight,23,21.0,498,7.7,11.5,7.7,11.4,0.0,0.1,3.3,6.5,13.9,0.2,1.2,2.9,4.7,8.1,florida-gulf-coast,2014,3.0,F,81.0
Filip Cvjeticanin,32,6.0,716,5.8,13.9,1.3,2.7,4.5,11.2,1.6,2.2,7.0,1.1,0.8,0.3,2.9,3.3,florida-gulf-coast,2014,3.0,F,81.0
Jamail Jones,35,32.0,1028,6.3,15.7,5.0,10.7,1.3,5.0,3.4,5.5,11.2,2.3,1.3,0.2,3.8,4.6,florida-gulf-coast,2014,3.0,G,78.0
Nate Hicks,35,11.0,543,6.8,11.6,6.8,11.6,0.0,0.0,1.6,3.0,16.4,0.8,0.0,4.5,2.6,6.0,florida-gulf-coast,2014,3.0,F,82.0
Dajuan Graf,35,1.0,806,4.4,10.0,3.9,7.8,0.5,2.2,3.1,4.3,5.5,5.3,2.3,0.1,2.8,5.6,florida-gulf-coast,2014,2.0,G,72.0
Kevin Boyle,20,0.0,106,2.2,10.5,0.0,2.2,2.2,8.3,5.0,5.5,6.1,4.4,2.8,0.0,3.9,11.1,florida-gulf-coast,2014,3.0,G,69.0
Marcus Blake,25,1.0,160,2.6,7.0,2.6,7.0,0.0,0.0,2.9,4.4,15.4,0.7,1.5,1.5,4.0,4.4,florida-gulf-coast,2014,3.0,F,79.0
TeJai Allen,13,0.0,26,2.3,11.3,2.3,11.3,0.0,0.0,2.3,4.5,2.3,0.0,0.0,0.0,9.0,11.3,florida-gulf-coast,2014,1.0,G,76.0
Armand Shoon,17,0.0,60,1.0,8.8,1.0,5.9,0.0,2.9,2.0,5.9,11.7,2.0,1.0,0.0,1.0,5.9,florida-gulf-coast,2014,1.0,G,75.0
Tymell Murphy,31,30.0,1066,11.1,18.9,10.3,16.3,0.7,2.6,6.0,9.1,12.8,3.9,3.4,2.6,5.1,5.0,florida-international,2014,4.0,F,77.0
Rakeem Buckles,31,30.0,932,9.6,21.3,7.9,15.9,1.7,5.4,6.3,8.8,17.0,1.5,2.1,2.7,4.5,7.0,florida-international,2014,4.0,F,79.0
Raymond Taylor,6,6.0,197,7.3,20.2,4.8,13.6,2.4,6.6,5.1,7.0,4.8,11.2,1.8,0.0,3.9,3.3,florida-international,2014,4.0,G,66.0
Marco Porcher Jimenez,30,1.0,463,7.8,19.2,2.7,4.5,5.1,14.7,0.8,1.3,7.1,1.3,1.3,0.5,2.1,5.3,florida-international,2014,3.0,G,76.0
Dennis Mavin,31,31.0,1017,6.5,17.0,4.9,11.8,1.6,5.2,6.9,11.6,7.1,3.4,3.0,0.1,4.8,4.1,florida-international,2014,3.0,G,75.0
Jerome Frink,31,31.0,912,6.5,14.2,6.1,11.9,0.5,2.3,3.5,4.8,8.8,1.8,1.1,1.6,3.1,6.1,florida-international,2014,2.0,F,79.0
Jonas Page,4,0.0,20,3.0,8.9,0.0,0.0,3.0,8.9,6.0,6.0,11.9,0.0,3.0,0.0,3.0,8.9,florida-international,2014,1.0,F,79.0
Cody Mann,20,13.0,481,5.0,12.0,2.8,6.8,2.1,5.2,2.5,3.8,5.8,5.4,2.1,0.0,3.0,3.2,florida-international,2014,2.0,G,72.0
Dominique Williams,25,1.0,395,4.4,12.2,3.5,9.0,0.9,3.2,1.5,2.3,10.4,0.9,1.7,0.9,1.4,4.4,florida-international,2014,1.0,G,79.0
Jason Boswell,31,11.0,553,3.3,7.9,2.8,5.5,0.5,2.4,3.3,4.0,3.9,6.0,1.4,0.3,5.2,5.9,florida-international,2014,1.0,G,78.0
George Naldjieff,5,0.0,25,4.8,11.9,4.8,11.9,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,4.8,7.1,florida-international,2014,4.0,F,78.0
Steven Miro,5,0.0,33,3.6,3.6,1.8,1.8,1.8,1.8,0.0,0.0,9.0,3.6,1.8,0.0,7.2,1.8,florida-international,2014,4.0,G,75.0
Joey De La Rosa,7,0.0,41,2.9,14.5,2.9,14.5,0.0,0.0,2.9,8.7,18.9,1.5,0.0,2.9,0.0,7.3,florida-international,2014,3.0,C,83.0
Ivan Jurkovic,22,1.0,114,1.6,7.3,1.6,6.8,0.0,0.5,1.0,1.0,5.7,0.5,0.5,0.0,3.7,12.5,florida-international,2014,4.0,C,84.0
Ian Miller,33,7.0,938,9.4,21.0,5.2,10.5,4.2,10.5,6.2,7.1,5.4,5.9,1.5,0.1,6.2,4.1,florida-state,2014,4.0,G,75.0
Aaron Thomas,36,16.0,1135,9.2,20.2,7.1,14.6,2.1,5.6,7.4,9.2,8.1,3.5,3.0,0.6,4.7,4.7,florida-state,2014,2.0,G,77.0
Okaro White,36,35.0,1084,9.3,18.0,7.9,14.5,1.3,3.6,7.5,9.4,13.6,1.9,1.5,2.2,3.8,6.0,florida-state,2014,4.0,F,80.0
Brandon Allen,14,0.0,26,7.0,11.6,2.3,7.0,4.7,4.7,4.7,4.7,9.3,0.0,2.3,0.0,7.0,14.0,florida-state,2014,1.0,F,78.0
Devon Bookert,36,27.0,987,6.1,14.7,3.4,8.5,2.7,6.3,3.7,4.8,7.1,6.3,2.3,0.1,4.4,4.1,florida-state,2014,2.0,G,75.0
Marquez White,6,0.0,10,6.1,12.1,0.0,0.0,6.1,12.1,0.0,0.0,6.1,0.0,0.0,0.0,6.1,6.1,florida-state,2014,1.0,G,72.0
Boris Bojanovsky,36,21.0,740,6.3,10.7,6.3,10.7,0.0,0.0,4.7,6.9,11.8,1.6,1.2,5.5,3.3,7.4,florida-state,2014,2.0,C,87.0
Montay Brandon,36,36.0,1060,5.3,12.6,4.7,10.6,0.5,2.1,4.7,7.7,10.0,3.1,1.9,0.1,2.9,3.7,florida-state,2014,2.0,G,80.0
Jarquez Smith,34,0.0,343,5.6,12.9,4.9,9.9,0.7,3.0,2.3,4.4,8.8,0.4,0.4,4.2,4.9,6.9,florida-state,2014,1.0,F,81.0
Joell Hopkins,14,0.0,26,4.7,14.0,4.7,9.3,0.0,4.7,4.7,18.6,7.0,0.0,0.0,0.0,2.3,7.0,florida-state,2014,2.0,F,78.0
Robert Gilchrist,36,24.0,474,6.0,13.3,5.6,12.1,0.4,1.1,1.3,3.3,8.4,1.0,1.4,2.6,3.8,6.0,florida-state,2014,4.0,F,81.0
Michael Ojo,36,14.0,428,5.0,9.1,5.0,9.1,0.0,0.0,2.8,6.6,15.3,1.3,0.7,3.5,4.5,10.2,florida-state,2014,2.0,C,85.0
Casey Prather,37,35.0,1034,11.7,19.4,11.6,19.1,0.1,0.3,7.9,11.7,11.3,3.7,2.3,1.2,4.9,4.8,florida,2014,4.0,F,78.0
Patric Young,39,37.0,1019,10.7,19.7,10.7,19.7,0.0,0.0,5.4,9.1,15.0,1.9,1.6,2.6,3.1,6.3,florida,2014,4.0,C,81.0
Michael Frazier,39,34.0,1188,8.5,18.4,2.1,4.2,6.3,14.2,2.6,3.0,7.3,2.3,2.3,0.4,2.5,3.3,florida,2014,2.0,G,76.0
Chris Walker,18,0.0,87,11.7,19.7,11.7,19.7,0.0,0.0,1.5,5.1,17.5,0.7,1.5,5.8,1.5,13.9,florida,2014,1.0,F,82.0
Scottie Wilbekin,34,33.0,1150,7.7,19.2,4.0,9.7,3.7,9.5,5.5,7.6,4.6,6.8,3.1,0.0,3.2,3.3,florida,2014,4.0,G,74.0
Dorian Finney-Smith,37,2.0,950,7.0,18.9,4.4,10.1,2.6,8.8,5.0,7.7,16.5,5.1,1.1,1.1,4.1,5.4,florida,2014,2.0,F,80.0
Kasey Hill,32,8.0,700,5.2,12.7,4.7,9.5,0.5,3.2,5.2,7.8,5.6,9.1,3.4,0.5,4.5,6.1,florida,2014,1.0,G,73.0
Will Yeguete,39,39.0,909,4.5,10.4,4.3,9.0,0.3,1.5,4.0,6.0,14.1,3.1,2.6,0.5,3.1,5.9,florida,2014,4.0,F,80.0
DeVon Walker,35,7.0,423,3.8,12.2,0.9,2.7,2.9,9.5,2.4,3.6,6.5,2.9,2.0,2.0,3.0,4.5,florida,2014,2.0,G,78.0
Jacob Kurtz,26,0.0,219,4.9,7.8,4.9,7.8,0.0,0.0,2.3,4.6,11.0,2.0,1.7,0.3,2.3,4.1,florida,2014,3.0,G,78.0
Billy Donovan,16,0.0,44,0.0,13.0,0.0,1.4,0.0,11.6,5.8,5.8,5.8,4.3,2.9,0.0,4.3,10.1,florida,2014,3.0,G,74.0
Eli Carter,7,0.0,53,1.2,16.8,0.0,6.0,1.2,10.8,0.0,2.4,6.0,2.4,0.0,0.0,3.6,6.0,florida,2014,3.0,G,74.0
Lexx Edwards,11,0.0,15,0.0,4.2,0.0,4.2,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,4.2,16.9,florida,2014,2.0,G,74.0
Dillon Graham,1,0.0,8,0.0,15.9,0.0,7.9,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,florida,2014,2.0,G,76.0
Jon Severe,31,23.0,1021,9.2,27.9,4.8,14.8,4.5,13.1,7.4,9.3,4.9,3.6,1.6,0.3,4.6,3.9,fordham,2014,1.0,G,74.0
Branden Frazier,31,31.0,1140,9.4,23.7,7.2,15.7,2.3,8.1,7.5,8.8,8.0,6.7,1.7,0.5,4.7,3.7,fordham,2014,4.0,G,75.0
Mandell Thomas,30,26.0,990,7.2,19.9,4.6,11.3,2.6,8.6,3.9,5.8,7.4,3.5,2.6,1.3,2.6,3.3,fordham,2014,2.0,G,74.0
Travion Leonard,31,1.0,484,6.9,14.8,6.9,14.7,0.0,0.1,2.7,5.4,15.7,1.1,2.6,2.6,3.7,11.6,fordham,2014,2.0,F,80.0
Matt Massimino,3,0.0,7,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fordham,2014,1.0,G,71.0
Jake Fay,15,0.0,87,4.7,17.3,0.0,3.3,4.7,14.0,2.0,2.7,7.3,1.3,1.3,1.3,3.3,12.6,fordham,2014,1.0,G,78.0
Bryan Smith,29,28.0,765,5.5,16.3,2.6,5.7,2.9,10.6,2.0,2.6,9.4,2.7,2.4,0.5,2.9,6.3,fordham,2014,3.0,G,74.0
Jared Fay,3,0.0,11,5.3,15.8,0.0,5.3,5.3,10.5,0.0,0.0,15.8,0.0,0.0,0.0,0.0,0.0,fordham,2014,2.0,G,75.0
Ryan Rhoomes,31,26.0,723,6.6,9.8,6.6,9.8,0.0,0.0,2.6,4.6,17.1,1.2,1.0,2.2,1.2,7.7,fordham,2014,2.0,F,80.0
Chris Whitehead,29,5.0,343,4.7,9.3,4.7,9.1,0.0,0.2,2.7,4.7,6.2,4.9,2.7,0.7,3.2,6.1,fordham,2014,3.0,G,69.0
Ryan Canty,25,6.0,374,4.3,8.5,4.3,8.5,0.0,0.0,3.1,5.1,24.0,0.5,0.9,4.0,1.2,9.4,fordham,2014,3.0,C,81.0
Leo Walsh,6,1.0,10,5.8,11.6,5.8,11.6,0.0,0.0,0.0,0.0,5.8,5.8,5.8,0.0,5.8,5.8,fordham,2014,4.0,F,76.0
Jermaine Myers,25,6.0,247,3.0,7.5,1.9,3.5,1.2,4.0,2.3,2.6,3.5,6.6,1.9,0.0,1.9,4.7,fordham,2014,2.0,G,72.0
DC Gaitley,2,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fordham,2014,2.0,G,73.0
Khalid Robinson,9,1.0,16,0.0,10.8,0.0,10.8,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,3.6,18.1,fordham,2014,4.0,G,75.0
Tyler Johnson,35,35.0,1177,10.0,21.0,7.1,14.2,2.9,6.8,5.5,6.8,13.1,5.3,1.8,0.7,2.4,5.0,fresno-state,2014,4.0,G,76.0
Cezar Guerrero,39,38.0,1140,8.6,21.0,4.9,10.1,3.8,10.9,5.9,6.8,6.8,7.3,2.8,0.2,4.3,5.0,fresno-state,2014,2.0,G,73.0
Marvelle Harris,39,39.0,1349,7.9,19.0,5.5,12.2,2.5,6.8,6.7,8.7,9.2,3.4,1.8,0.6,2.6,4.1,fresno-state,2014,2.0,G,76.0
Blake Williams,13,0.0,30,10.1,18.1,6.0,6.0,4.0,12.1,0.0,4.0,16.1,2.0,0.0,0.0,6.0,2.0,fresno-state,2014,1.0,G,74.0
Allen Huddleston,38,5.0,848,7.2,17.7,4.1,8.0,3.1,9.7,6.4,10.2,5.7,4.0,3.3,0.1,2.4,4.3,fresno-state,2014,4.0,G,73.0
Paul Watson,39,39.0,1136,7.0,15.7,4.0,8.0,2.9,7.7,3.8,5.2,9.1,1.4,1.4,1.6,2.8,5.9,fresno-state,2014,1.0,G,79.0
Broderick Newbill,10,0.0,18,10.1,16.8,10.1,16.8,0.0,0.0,0.0,0.0,6.7,3.4,0.0,0.0,0.0,0.0,fresno-state,2014,1.0,G,77.0
Karachi Edo,39,8.0,587,6.5,13.1,6.5,13.1,0.0,0.0,3.1,5.3,13.1,0.5,0.3,3.3,1.5,7.0,fresno-state,2014,1.0,F,78.0
Alex Davis,38,31.0,951,5.0,10.4,4.9,9.9,0.1,0.5,3.9,6.7,8.9,1.6,1.3,4.6,3.9,8.6,fresno-state,2014,3.0,F,81.0
Emmanuel Owootoah,29,0.0,285,1.9,7.4,0.8,2.3,1.1,5.1,3.6,4.4,5.7,7.2,3.6,0.2,4.0,5.1,fresno-state,2014,1.0,G,71.0
Tanner Giddings,28,0.0,402,3.5,8.0,3.5,7.7,0.0,0.3,0.9,1.2,7.8,0.8,1.7,1.5,2.1,9.2,fresno-state,2014,2.0,C,82.0
Kyle Jackson,5,0.0,17,0.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0,7.1,3.5,0.0,0.0,0.0,3.5,fresno-state,2014,3.0,F,78.0
Michael Salazar,4,0.0,10,0.0,12.1,0.0,0.0,0.0,12.1,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,fresno-state,2014,3.0,G,69.0
Stephen Croone,30,29.0,998,10.7,22.9,8.9,17.2,1.8,5.7,11.8,15.7,8.1,6.9,3.1,0.5,6.6,3.9,furman,2014,2.0,G,72.0
T.K. Hayes,6,0.0,10,6.1,12.2,0.0,0.0,6.1,12.2,6.1,12.2,6.1,0.0,0.0,0.0,6.1,6.1,furman,2014,1.0,G,73.0
Dominic Early,12,1.0,140,7.9,18.8,7.0,12.2,0.9,6.5,6.5,10.5,10.9,3.1,3.9,0.4,0.9,6.5,furman,2014,2.0,G,78.0
Kendrec Ferrara,30,25.0,877,8.1,16.4,7.5,14.0,0.6,2.4,3.7,5.6,10.2,1.7,0.5,1.9,4.7,4.6,furman,2014,2.0,F,81.0
William Gates,30,3.0,801,7.4,16.2,5.4,11.4,2.0,4.7,2.0,3.9,5.2,1.5,1.4,0.2,4.3,3.4,furman,2014,1.0,G,72.0
Larry Wideman,30,28.0,896,6.3,17.5,3.1,8.0,3.2,9.5,2.7,3.8,5.4,2.2,0.6,0.2,3.0,4.0,furman,2014,2.0,G,76.0
Keith Belfield,25,7.0,478,5.5,15.2,2.6,7.4,2.9,7.8,3.6,4.9,8.1,2.3,1.3,0.3,3.3,7.2,furman,2014,2.0,G,78.0
Charlie Reddick,23,17.0,612,5.4,13.3,3.7,7.2,1.7,6.1,3.1,4.2,12.8,4.1,2.7,0.8,3.7,6.6,furman,2014,4.0,G,77.0
Adonis Rwabigwi,24,19.0,508,5.3,9.6,5.3,9.6,0.0,0.0,3.1,5.5,9.9,1.1,0.8,2.9,4.7,8.3,furman,2014,1.0,F,80.0
Kris Acox,16,2.0,331,4.2,7.8,4.2,7.8,0.0,0.0,2.4,4.4,14.0,1.3,1.1,0.7,2.0,6.3,furman,2014,1.0,F,78.0
Kevin Chuisseu,17,3.0,115,3.2,8.5,3.2,8.0,0.0,0.5,2.1,5.3,11.7,1.1,1.1,2.7,2.7,5.3,furman,2014,2.0,F,80.0
Aaron O'Neill,25,11.0,260,2.6,6.6,0.2,0.9,2.4,5.6,0.7,0.9,4.7,3.8,0.2,0.0,1.4,6.1,furman,2014,3.0,G,72.0
Jerome Hill,31,28.0,909,10.1,20.5,10.1,20.4,0.0,0.1,9.1,14.1,17.3,2.6,1.6,0.9,4.1,5.0,gardner-webb,2014,2.0,F,77.0
Tyrell Nelson,32,4.0,652,10.3,19.3,10.3,19.2,0.0,0.1,5.5,8.5,14.7,1.4,2.1,1.2,3.9,8.6,gardner-webb,2014,1.0,C,79.0
Logan Stumpf,13,0.0,66,9.0,18.0,5.4,5.4,3.6,12.6,4.5,5.4,13.5,1.8,1.8,0.9,3.6,7.2,gardner-webb,2014,1.0,F,78.0
Jarvis Davis,21,0.0,220,7.3,17.8,4.3,8.6,3.0,9.2,6.5,7.3,5.4,2.2,1.9,0.3,2.7,6.8,gardner-webb,2014,3.0,G,72.0
Naji Hibbert,32,32.0,962,8.2,21.1,4.6,10.9,3.6,10.2,2.7,3.8,5.7,4.4,2.4,0.4,2.2,3.8,gardner-webb,2014,4.0,G,77.0
Onzie Branch,33,2.0,502,7.9,14.0,7.9,13.5,0.0,0.5,6.3,9.2,13.0,4.0,2.1,1.1,4.6,8.1,gardner-webb,2014,4.0,F,78.0
Donta Harper,30,30.0,816,8.1,18.9,8.1,18.4,0.0,0.5,5.9,7.7,8.7,4.0,2.3,1.1,5.0,6.2,gardner-webb,2014,3.0,F,79.0
Isaiah Ivey,24,0.0,360,5.3,16.0,1.7,5.0,3.6,11.1,4.5,6.3,5.1,1.2,1.8,1.5,1.3,4.6,gardner-webb,2014,2.0,G,74.0
Adam Sweeney,6,0.0,20,5.9,32.7,5.9,14.9,0.0,17.8,5.9,5.9,3.0,0.0,0.0,0.0,3.0,3.0,gardner-webb,2014,2.0,G,70.0
Donell Tuff,7,0.0,40,8.9,16.3,8.9,14.9,0.0,1.5,0.0,8.9,8.9,0.0,0.0,1.5,1.5,5.9,gardner-webb,2014,1.0,F,78.0
Tyler Strange,33,32.0,1068,5.9,14.1,2.3,4.6,3.6,9.5,2.2,3.2,4.6,9.1,3.2,0.0,3.3,3.2,gardner-webb,2014,3.0,G,70.0
Josh Castellanos,33,5.0,669,3.6,10.0,2.2,6.0,1.4,4.0,5.7,7.8,4.1,8.3,2.2,0.2,3.6,4.4,gardner-webb,2014,4.0,G,73.0
Michael Byron,33,32.0,478,5.3,9.1,5.3,9.1,0.0,0.0,2.0,3.7,13.8,1.1,1.6,4.1,3.2,5.6,gardner-webb,2014,4.0,C,82.0
Corey Hensley,9,0.0,39,4.6,9.1,4.6,9.1,0.0,0.0,0.0,0.0,10.7,0.0,1.5,0.0,1.5,7.6,gardner-webb,2014,3.0,C,80.0
Sherrod Wright,31,30.0,958,10.0,22.3,8.3,16.9,1.7,5.4,8.1,11.5,6.2,1.5,1.6,0.3,4.7,4.1,george-mason,2014,4.0,G,76.0
Bryon Allen,29,29.0,985,9.4,20.8,6.8,14.2,2.6,6.6,5.5,6.6,6.8,5.2,1.7,0.1,3.7,4.1,george-mason,2014,4.0,G,75.0
Patrick Holloway,31,3.0,648,8.9,22.3,4.3,11.0,4.7,11.3,2.2,3.1,4.3,1.9,1.2,0.0,1.7,5.5,george-mason,2014,2.0,G,73.0
Marko Gujanicic,31,13.0,587,6.4,15.7,5.4,10.9,1.0,4.8,5.4,6.8,9.9,2.6,1.2,0.5,4.6,6.0,george-mason,2014,2.0,F,80.0
Jalen Jenkins,31,17.0,707,6.4,13.0,6.4,12.8,0.0,0.2,5.9,8.4,15.5,3.5,2.1,2.6,5.1,8.0,george-mason,2014,1.0,F,79.0
Vaughn Gray,19,0.0,182,6.2,16.2,2.9,7.5,3.2,8.8,1.0,2.6,6.5,1.9,1.0,0.6,2.9,7.8,george-mason,2014,3.0,F,77.0
Johnny Williams,31,17.0,617,6.4,13.3,6.4,13.3,0.0,0.0,3.6,5.8,10.7,1.6,1.1,1.6,3.5,6.8,george-mason,2014,4.0,F,80.0
Anali Okoloji,17,0.0,136,3.9,11.7,3.0,10.4,0.9,1.3,6.5,12.2,13.5,1.7,3.0,0.9,4.3,11.7,george-mason,2014,3.0,F,80.0
Erik Copes,25,14.0,516,5.7,9.9,5.7,9.9,0.0,0.0,1.1,3.1,15.9,0.9,1.4,3.2,3.4,9.7,george-mason,2014,3.0,F,80.0
Corey Edwards,25,12.0,337,3.3,11.2,1.8,5.4,1.6,5.8,3.7,4.6,6.8,6.0,1.9,0.0,4.4,6.3,george-mason,2014,3.0,G,71.0
Marquise Moore,26,19.0,577,3.7,9.1,3.7,9.1,0.0,0.0,3.0,3.8,6.4,7.1,1.4,1.6,4.1,5.2,george-mason,2014,1.0,G,74.0
Jonathan Arledge,1,1.0,25,0.0,0.0,0.0,0.0,0.0,0.0,4.7,9.5,7.1,0.0,2.4,2.4,7.1,9.5,george-mason,2014,4.0,F,81.0
Skyler White,16,0.0,25,9.4,23.5,0.0,4.7,9.4,18.8,4.7,4.7,11.8,2.4,2.4,2.4,0.0,9.4,george-washington,2014,1.0,F,80.0
Kethan Savage,19,17.0,486,10.3,19.9,9.6,17.0,0.7,2.9,8.0,12.0,9.9,5.9,4.4,1.5,5.1,5.3,george-washington,2014,2.0,G,75.0
Maurice Creek,32,30.0,940,9.1,21.9,4.1,9.4,5.0,12.5,5.1,6.8,6.8,3.5,2.1,0.3,4.3,4.3,george-washington,2014,4.0,G,77.0
Patricio Garino,26,14.0,747,9.1,16.1,8.1,13.4,0.9,2.8,5.8,9.7,9.0,4.0,3.2,1.7,4.0,5.0,george-washington,2014,2.0,G,78.0
Isaiah Armwood,33,33.0,1056,8.1,16.5,8.0,16.0,0.1,0.6,7.1,10.8,15.4,3.0,1.4,2.8,3.5,5.1,george-washington,2014,4.0,F,81.0
Nick Griffin,31,1.0,149,8.3,17.0,2.8,5.5,5.5,11.5,0.0,0.8,5.5,1.2,0.8,0.0,2.8,6.7,george-washington,2014,1.0,G,74.0
Kevin Larsen,33,33.0,1030,8.6,15.7,8.6,15.6,0.0,0.1,4.3,6.9,13.0,3.1,1.0,1.3,2.6,3.7,george-washington,2014,2.0,F,82.0
Nemanja Mikic,33,4.0,544,5.7,15.8,1.4,3.7,4.3,12.1,1.2,2.3,5.5,1.8,1.2,0.9,1.9,6.9,george-washington,2014,4.0,F,80.0
Paris Maragkos,30,0.0,96,7.4,17.8,7.4,14.1,0.0,3.7,1.8,3.7,9.2,0.0,0.6,0.0,5.5,13.5,george-washington,2014,2.0,F,81.0
Joe McDonald,32,32.0,948,4.7,12.2,3.2,8.2,1.6,4.0,5.5,7.8,9.1,8.1,3.1,0.2,4.3,4.5,george-washington,2014,2.0,G,73.0
Miguel Cartagena,32,1.0,206,3.1,14.0,2.0,7.1,1.1,6.9,2.0,3.7,3.4,9.1,1.1,0.0,6.6,7.7,george-washington,2014,1.0,G,74.0
John Kopriva,33,0.0,395,3.1,7.2,3.1,7.2,0.0,0.0,2.4,4.6,12.2,1.9,1.8,1.5,3.1,8.0,george-washington,2014,3.0,F,80.0
Joshua Smith,13,13.0,259,13.1,19.9,13.1,19.7,0.0,0.2,9.5,15.0,10.4,2.1,3.1,1.9,5.0,10.9,georgetown,2014,3.0,C,82.0
D'Vauntes Smith-Rivera,33,32.0,1172,9.3,21.0,5.9,12.2,3.5,8.8,8.3,9.5,8.6,4.7,2.2,0.3,3.0,3.4,georgetown,2014,2.0,G,75.0
Markel Starks,33,33.0,1222,9.4,22.7,6.5,13.9,2.9,8.8,7.1,8.2,3.8,6.8,1.5,0.2,3.8,3.9,georgetown,2014,4.0,G,74.0
Jabril Trawick,28,21.0,735,6.9,13.4,5.7,9.4,1.3,4.0,6.1,8.8,7.2,3.9,1.6,0.8,3.7,7.5,georgetown,2014,3.0,G,77.0
Aaron Bowen,33,1.0,669,7.2,14.5,6.0,9.9,1.2,4.6,2.7,5.4,11.1,2.5,3.1,1.0,3.8,7.4,georgetown,2014,4.0,F,78.0
Mikael Hopkins,33,20.0,688,6.5,15.3,6.3,14.6,0.2,0.7,4.6,7.2,14.6,3.0,2.0,4.5,4.8,9.6,georgetown,2014,3.0,F,81.0
Reggie Cameron,32,12.0,427,6.0,16.7,2.4,5.5,3.6,11.2,2.0,2.6,6.2,1.9,0.7,0.3,2.2,3.9,georgetown,2014,1.0,F,79.0
Bradley Hayes,16,0.0,51,3.6,9.6,3.6,9.6,0.0,0.0,9.6,16.9,18.1,1.2,2.4,2.4,3.6,16.9,georgetown,2014,2.0,C,84.0
Nate Lubick,33,32.0,825,5.3,9.1,5.3,9.1,0.0,0.0,1.9,3.7,13.3,4.1,1.8,1.5,3.0,7.7,georgetown,2014,4.0,F,80.0
John Caprio,23,0.0,93,4.0,10.6,4.0,9.3,0.0,1.3,3.3,7.9,14.5,5.3,1.3,4.0,4.0,13.2,georgetown,2014,4.0,G,78.0
David Allen,10,0.0,17,3.6,14.5,0.0,0.0,3.6,14.5,0.0,0.0,7.2,3.6,0.0,0.0,3.6,7.2,georgetown,2014,2.0,G,74.0
Moses Abraham,31,1.0,406,3.3,5.9,3.3,5.9,0.0,0.0,2.3,5.0,13.3,1.4,1.1,3.5,2.6,12.7,georgetown,2014,4.0,C,81.0
Stephen Domingo,19,0.0,85,2.2,10.1,1.4,3.6,0.7,6.5,1.4,2.2,7.2,1.4,0.7,1.4,1.4,8.7,georgetown,2014,2.0,F,79.0
